ticket,category,clean_ticket
I am having a problem because I want to cancel the purchase Please help.,Cancellation,
I need assistance because How can I request a refund? What should I do?,Refund,
I need help because Where is my refund? Can you check this?,Refund,
"Please help me, How long does a refund take? Please help me with this issue.",Refund,
I am having a problem because Can I get a refund for this order? I need assistance.,Refund,
I cannot open the application Please help.,Technical Issue,
I need help because Why is my refund delayed? Can you check this?,Refund,
I am facing an issue where I cannot complete my payment I need assistance.,Payment Issue,
Could you please help? I was charged but my order still shows as unpaid Can you resolve this?,Payment Issue,
I need help because I need to cancel an order Please help me with this issue.,Cancellation,
Can you help me? The app is very slow,Technical Issue,
I need help because Cancel my recent order What should I do?,Cancellation,
I placed the order by mistake I need assistance.,Cancellation,
How can I stop automatic renewal? I need assistance.,Subscription,
I need help because My shipment is stuck in transit Can you check this?,Delivery Issue,
I am facing an issue where I am having trouble accessing my account I need assistance.,Account Issue,
I am facing an issue where How can I request a refund? I need assistance.,Refund,
My package has not been delivered Please help.,Delivery Issue,
I need assistance because The website is not working,Technical Issue,
Could you please help? My order is still in transit I need assistance.,Delivery Issue,
"Please help me, My account login is not working Please help me with this issue.",Account Issue,
I am having a problem because I cannot open the application I need assistance.,Technical Issue,
Please refund my order I need assistance.,Refund,
I am having a problem because The delivery is taking longer than expected Please help.,Delivery Issue,
I need assistance because There is a technical problem Please look into this.,Technical Issue,
I need assistance because Where is my refund? I need assistance.,Refund,
I need help because I cannot access my account Can you check this?,Account Issue,
I need assistance because My refund has not arrived Please look into this.,Refund,
I need assistance because Please process my refund I need assistance.,Refund,
I need help because I cannot remember my password I need assistance.,Account Issue,
I am having a problem because The payment gateway is not working Please help.,Payment Issue,
I am having a problem because My refund has not arrived What should I do?,Refund,
I am having a problem because I need to cancel an order,Cancellation,
Can you help me? I cannot log into my account Please help.,Account Issue,
Can you help me? I want to update my account information Please help me with this issue.,Account Issue,
I need help because I need help with my subscription Can you check this?,Subscription,
How do I update my phone number? Please look into this.,Account Issue,
I am facing an issue where The page keeps freezing Can you check this?,Technical Issue,
I need assistance because The product I received is damaged Please help.,Order Issue,
Could you please help? How can I reset my password?,Account Issue,
I am facing an issue where The product I received is different from what I ordered Can you resolve this?,Order Issue,
My refund has not arrived Please help.,Refund,
Can you help me? The app is very slow Can you resolve this?,Technical Issue,
Can you help me? My order has not arrived yet I need assistance.,Delivery Issue,
I am having a problem because My order is still in transit Can you resolve this?,Delivery Issue,
Could you please help? The app is very slow Please help.,Technical Issue,
I am facing an issue where Why is my refund delayed? Can you check this?,Refund,
I am facing an issue where I need to cancel an order Can you check this?,Cancellation,
Could you please help? Why did my card payment fail? I need assistance.,Payment Issue,
"Please help me, My account is locked Please look into this.",Account Issue,
Could you please help? Can you cancel my order? I need assistance.,Cancellation,
I am having a problem because The wrong product was delivered Can you check this?,Order Issue,
The delivery is taking longer than expected Please look into this.,Delivery Issue,
My order is incomplete,Order Issue,
I am facing an issue where The courier has not delivered my package Can you resolve this?,Delivery Issue,
I need assistance because I cannot access my account Please help.,Account Issue,
I am having a problem because The delivery is taking longer than expected What should I do?,Delivery Issue,
Can you help me? I am getting an error message Please look into this.,Technical Issue,
My order is incomplete Please help.,Order Issue,
I am facing an issue where My package is delayed Can you resolve this?,Delivery Issue,
"Please help me, Can you tell me where my package is? Can you resolve this?",Delivery Issue,
I need assistance because How can I reset my password? I need assistance.,Account Issue,
"Please help me, Cancel my recent order Please help.",Cancellation,
I am facing an issue where The payment gateway is not working Please look into this.,Payment Issue,
"Please help me, How can I upgrade my subscription? Can you check this?",Subscription,
I need assistance because Please cancel my purchase What should I do?,Cancellation,
I am having a problem because I have been waiting for my refund Can you check this?,Refund,
Can you help me? The website is not working,Technical Issue,
I need help because I need to cancel an order What should I do?,Cancellation,
Could you please help? One item is missing from my order Please look into this.,Order Issue,
Can you help me? My payment failed while placing the order Please help.,Payment Issue,
I need help because The product I received is damaged Can you check this?,Order Issue,
"Please help me, I cannot log into my account I need assistance.",Account Issue,
Could you please help? The checkout page is not loading I need assistance.,Technical Issue,
I need help because I want to return the payment and get a refund Please help me with this issue.,Refund,
I want a refund Can you resolve this?,Refund,
I need help because Can I cancel my order?,Cancellation,
I am facing an issue where Please refund my order Please help me with this issue.,Refund,
"Please help me, Can I change my subscription? Please help.",Subscription,
I am facing an issue where My order contains the wrong product Can you check this?,Order Issue,
I want to cancel the purchase Please look into this.,Cancellation,
"Please help me, I made a payment but it is still showing as pending I need assistance.",Payment Issue,
I am facing an issue where The refund was approved but I have not received it,Refund,
I need assistance because I cannot open the application I need assistance.,Technical Issue,
I need assistance because How can I change my password?,Account Issue,
I need help because My delivery is late What should I do?,Delivery Issue,
I need assistance because When will my package be delivered? What should I do?,Delivery Issue,
I need help because Please cancel this transaction,Cancellation,
How can I change my password? Please help.,Account Issue,
My password is not working I need assistance.,Account Issue,
Could you please help? How long does a refund take? Please look into this.,Refund,
I need help because I want to downgrade my plan What should I do?,Subscription,
Could you please help? Can I cancel my order? Can you resolve this?,Cancellation,
I need assistance because Can you tell me where my package is? Please look into this.,Delivery Issue,
I am having a problem because There is a technical problem,Technical Issue,
Can you help me? The delivery is taking longer than expected Can you check this?,Delivery Issue,
I am having a problem because My account is locked,Account Issue,
I need help because My account login is not working What should I do?,Account Issue,
I am facing an issue where I cannot remember my password I need assistance.,Account Issue,
Could you please help? The product I received is different from what I ordered Please look into this.,Order Issue,
I want to change my subscription plan,Subscription,
I am facing an issue where My order has not arrived yet Please help me with this issue.,Delivery Issue,
"Please help me, My order is still in transit Please help me with this issue.",Delivery Issue,
Can you help me? I cannot use the website,Technical Issue,
I need assistance because I was charged but my order still shows as unpaid Please help.,Payment Issue,
"Please help me, My payment was deducted but the order was not placed",Payment Issue,
I am facing an issue where The refund was approved but I have not received it I need assistance.,Refund,
Could you please help? I am unable to use the checkout page,Technical Issue,
I need help because I placed the order by mistake Can you resolve this?,Cancellation,
"Please help me, I want to cancel before it is shipped Please look into this.",Cancellation,
I need help because The payment gateway is not working What should I do?,Payment Issue,
Can you help me? Where is my package? Can you resolve this?,Delivery Issue,
I no longer want this order What should I do?,Cancellation,
I was charged but my order still shows as unpaid Please help.,Payment Issue,
There is a technical problem Please help.,Technical Issue,
Could you please help? I was charged but my order still shows as unpaid What should I do?,Payment Issue,
My order has not arrived yet Please look into this.,Delivery Issue,
I am having a problem because My transaction failed Please look into this.,Payment Issue,
I need assistance because The tracking information has not updated,Delivery Issue,
I am facing an issue where Why was I charged for my subscription? Can you resolve this?,Subscription,
Can you help me? The website keeps showing an error What should I do?,Technical Issue,
Could you please help? I want to return the payment and get a refund I need assistance.,Refund,
Can you help me? I was charged twice for one order,Payment Issue,
The app keeps crashing Can you check this?,Technical Issue,
I need assistance because The delivery is taking longer than expected I need assistance.,Delivery Issue,
I am facing an issue where I want to update my account information Please help me with this issue.,Account Issue,
I need help because I am getting an error message What should I do?,Technical Issue,
Can you tell me where my package is?,Delivery Issue,
Please cancel this transaction Can you resolve this?,Cancellation,
Could you please help? I forgot my login details Can you check this?,Account Issue,
"Please help me, There is a technical problem Please help.",Technical Issue,
Could you please help? My subscription payment failed,Subscription,
"Please help me, I received the wrong product Please help.",Order Issue,
How do I change my email address? What should I do?,Account Issue,
I need help because My subscription was renewed automatically What should I do?,Subscription,
Can you help me? Why is my payment pending? Can you check this?,Payment Issue,
I need assistance because My refund has not arrived What should I do?,Refund,
I need assistance because I want to upgrade my plan,Subscription,
Could you please help? I want to return the payment and get a refund Please help.,Refund,
I am having a problem because The application stopped working Please look into this.,Technical Issue,
I need assistance because My money has not been refunded,Refund,
Could you please help? Why was I charged for my subscription? I need assistance.,Subscription,
I need assistance because The money was deducted from my account but the payment failed Please look into this.,Payment Issue,
I need assistance because I changed my mind and want to cancel Please help.,Cancellation,
Can you help me? I forgot my password Please help.,Account Issue,
My order has not arrived yet Can you check this?,Delivery Issue,
Could you please help? The payment keeps getting declined Can you check this?,Payment Issue,
Can you help me? How do I change my email address? Please help.,Account Issue,
Could you please help? I have been waiting for my refund What should I do?,Refund,
I am facing an issue where The app is very slow Can you check this?,Technical Issue,
Can you help me? The payment was successful but the order was cancelled What should I do?,Payment Issue,
I am facing an issue where My account is locked Can you resolve this?,Account Issue,
I am facing an issue where I want to cancel my order Please help me with this issue.,Cancellation,
I need help because I need my money back Can you resolve this?,Refund,
Could you please help? I want to cancel before it is shipped Please help me with this issue.,Cancellation,
I need assistance because How can I stop automatic renewal? Please look into this.,Subscription,
"Please help me, I cannot access my account Can you resolve this?",Account Issue,
"Please help me, When will I receive my refund? Please help.",Refund,
Could you please help? The delivery date has passed Please help.,Delivery Issue,
I am having a problem because I want to upgrade my plan Can you check this?,Subscription,
Can you help me? Something is missing from my order Please look into this.,Order Issue,
Can you help me? Cancel my recent order,Cancellation,
Could you please help? My account login is not working I need assistance.,Account Issue,
Can you help me? I have been waiting for my order I need assistance.,Delivery Issue,
I am facing an issue where The app keeps crashing What should I do?,Technical Issue,
"Please help me, Where is my refund? Please help me with this issue.",Refund,
I need assistance because I need my money back,Refund,
Where is my package? Can you resolve this?,Delivery Issue,
I am having a problem because My order has not arrived yet Can you check this?,Delivery Issue,
I need help because Can I cancel my order? Can you resolve this?,Cancellation,
Can you help me? My package has not been delivered Please help.,Delivery Issue,
I want to cancel my subscription Can you check this?,Subscription,
Can you help me? I want to downgrade my plan Please help.,Subscription,
Could you please help? Can I get a refund for this order? Can you resolve this?,Refund,
Could you please help? How can I cancel my order? What should I do?,Cancellation,
I need help because When does my subscription expire? What should I do?,Subscription,
Can I get a refund for this order? Please help me with this issue.,Refund,
"Please help me, How can I cancel my order?",Cancellation,
I am facing an issue where Can you cancel my order? Can you check this?,Cancellation,
Can you help me? I am unable to sign in,Account Issue,
Could you please help? My payment was deducted but the order was not placed Can you check this?,Payment Issue,
Can you help me? Can you tell me where my package is? Please look into this.,Delivery Issue,
I am having a problem because I want to downgrade my plan Can you resolve this?,Subscription,
I need assistance because I am getting an error message Can you check this?,Technical Issue,
I am facing an issue where I have been waiting for my order What should I do?,Delivery Issue,
Could you please help? I want to cancel before it is shipped Please help.,Cancellation,
"Please help me, Can I cancel my order? Please help.",Cancellation,
I am having a problem because How can I cancel my order? I need assistance.,Cancellation,
I need assistance because Can I cancel my order? Please help.,Cancellation,
Can you help me? How do I change my email address? I need assistance.,Account Issue,
"Please help me, I forgot my login details Can you check this?",Account Issue,
Can you help me? How can I upgrade my subscription? Can you check this?,Subscription,
I need assistance because My package is delayed Can you resolve this?,Delivery Issue,
I need help because I want to cancel before it is shipped What should I do?,Cancellation,
Could you please help? My order contains a damaged item Please help me with this issue.,Order Issue,
"Please help me, Please cancel this transaction Please help me with this issue.",Cancellation,
Could you please help? The delivery date has passed,Delivery Issue,
I am facing an issue where How can I upgrade my subscription? Please help me with this issue.,Subscription,
I am having a problem because The page keeps freezing Can you resolve this?,Technical Issue,
I need assistance because Can you tell me where my package is? What should I do?,Delivery Issue,
Can you help me? When does my subscription expire? Please look into this.,Subscription,
Can you help me? When does my subscription expire? Can you check this?,Subscription,
I am having a problem because The website is not working Can you resolve this?,Technical Issue,
I am having a problem because Please stop my order Please help.,Cancellation,
I am facing an issue where My password is not working I need assistance.,Account Issue,
"Please help me, My order contains the wrong product Please look into this.",Order Issue,
I am facing an issue where I have been waiting for my order Can you check this?,Delivery Issue,
"Please help me, Please cancel this transaction I need assistance.",Cancellation,
I am having a problem because How can I stop automatic renewal? I need assistance.,Subscription,
I need help because I want to change my subscription plan Can you check this?,Subscription,
I need help because Why is my refund delayed?,Refund,
Could you please help? The checkout page is not loading Please help me with this issue.,Technical Issue,
I need help because My order is showing the wrong item What should I do?,Order Issue,
I want to cancel my subscription Can you resolve this?,Subscription,
"Please help me, The website keeps showing an error Please help.",Technical Issue,
"Please help me, Can I get a refund for this order? Can you check this?",Refund,
I am having a problem because The checkout page is not loading Please help me with this issue.,Technical Issue,
Where is my refund? Please help.,Refund,
Can you help me? The product I received is different from what I ordered Can you resolve this?,Order Issue,
"Please help me, How can I manage my subscription? Please help me with this issue.",Subscription,
"Please help me, My subscription payment failed What should I do?",Subscription,
Can you help me? My transaction failed Can you resolve this?,Payment Issue,
I cannot complete my payment I need assistance.,Payment Issue,
I am having a problem because I need my money back,Refund,
The website keeps showing an error Can you check this?,Technical Issue,
Can you help me? The product I received is damaged What should I do?,Order Issue,
I am having a problem because My order contains a damaged item Please look into this.,Order Issue,
I am having a problem because I need help with my subscription Please look into this.,Subscription,
"Please help me, I cannot remember my password Please help.",Account Issue,
I need assistance because My order is showing the wrong item Can you resolve this?,Order Issue,
Can you help me? I placed the order by mistake Can you check this?,Cancellation,
Can you help me? Please refund my order Can you check this?,Refund,
I am having a problem because My order contains the wrong product Please look into this.,Order Issue,
I am having a problem because The app is very slow Can you resolve this?,Technical Issue,
I am facing an issue where Please refund my order I need assistance.,Refund,
I need help because My subscription payment failed Can you resolve this?,Subscription,
"Please help me, The app keeps crashing",Technical Issue,
I am facing an issue where How do I cancel a purchase? Can you resolve this?,Cancellation,
I am facing an issue where My order details are incorrect Please help.,Order Issue,
I am facing an issue where I received the wrong size What should I do?,Order Issue,
I need help because Why did my card payment fail?,Payment Issue,
I need assistance because I made a payment but it is still showing as pending Please look into this.,Payment Issue,
I need assistance because The delivery date has passed I need assistance.,Delivery Issue,
Could you please help? I want to downgrade my plan Can you resolve this?,Subscription,
I am having a problem because My order is showing the wrong item Please help me with this issue.,Order Issue,
Could you please help? Can you cancel my order? Can you check this?,Cancellation,
I am facing an issue where My delivery is late,Delivery Issue,
I am having a problem because I want to cancel the purchase Can you check this?,Cancellation,
I need assistance because Can I change my subscription? What should I do?,Subscription,
I need assistance because How long does a refund take? Please help me with this issue.,Refund,
There is a technical problem What should I do?,Technical Issue,
"Please help me, I was charged for a subscription I cancelled I need assistance.",Subscription,
My order is showing the wrong item Can you check this?,Order Issue,
Could you please help? My subscription payment failed Can you resolve this?,Subscription,
I am facing an issue where My order is incomplete Please help me with this issue.,Order Issue,
"Please help me, I want to return the payment and get a refund Please help.",Refund,
Can you help me? My order contains the wrong product Please look into this.,Order Issue,
I need assistance because My money has not been refunded Can you check this?,Refund,
I need assistance because Why did my card payment fail?,Payment Issue,
I need assistance because One item is missing from my order Please help me with this issue.,Order Issue,
I need assistance because I cannot open the application Can you check this?,Technical Issue,
I am having a problem because I am getting an error message I need assistance.,Technical Issue,
I need assistance because My money has not been refunded Please look into this.,Refund,
I need assistance because I am unable to sign in I need assistance.,Account Issue,
I am having a problem because I forgot my login details What should I do?,Account Issue,
How do I cancel a purchase? Please look into this.,Cancellation,
My account is locked Please help me with this issue.,Account Issue,
I am facing an issue where I want to change my subscription plan Please help.,Subscription,
I am facing an issue where My refund has not arrived Can you resolve this?,Refund,
I am facing an issue where When does my subscription expire? Can you check this?,Subscription,
Can you help me? Why is my delivery taking so long? Please help me with this issue.,Delivery Issue,
I am facing an issue where I cannot complete my payment What should I do?,Payment Issue,
I am facing an issue where The application stopped working Please help me with this issue.,Technical Issue,
Could you please help? There is a technical problem Can you check this?,Technical Issue,
Can you help me? I want to upgrade my plan,Subscription,
I am facing an issue where One item is missing from my order Please help.,Order Issue,
I am facing an issue where How long does a refund take? Can you resolve this?,Refund,
Can you help me? Can I change my subscription? I need assistance.,Subscription,
Can you help me? My order contains a damaged item I need assistance.,Order Issue,
I need help because The application stopped working Please help me with this issue.,Technical Issue,
"Please help me, I was charged twice for one order",Payment Issue,
I need help because Please cancel this transaction Please help me with this issue.,Cancellation,
Could you please help? My order has not arrived yet Please help me with this issue.,Delivery Issue,
The website is showing an error Can you resolve this?,Technical Issue,
Cancel my recent order I need assistance.,Cancellation,
I need help because My order contains the wrong product Please help.,Order Issue,
Can you help me? My payment was deducted but the order was not placed Please help.,Payment Issue,
How do I renew my subscription? What should I do?,Subscription,
I need assistance because My password is not working Can you check this?,Account Issue,
I need assistance because I want to return the payment and get a refund Can you check this?,Refund,
I need assistance because Can I change my subscription?,Subscription,
I am facing an issue where I was charged for a subscription I cancelled Please look into this.,Subscription,
"Please help me, My package is delayed Please help me with this issue.",Delivery Issue,
I am facing an issue where The refund was approved but I have not received it Can you resolve this?,Refund,
I am having a problem because I cannot open the application Please help.,Technical Issue,
I want a refund Please look into this.,Refund,
I am having a problem because The application is not responding Please help.,Technical Issue,
I need help because The product I received is different from what I ordered Please help me with this issue.,Order Issue,
I need assistance because How can I reset my password? Can you resolve this?,Account Issue,
I need assistance because I cannot log into my account Please look into this.,Account Issue,
I am having a problem because The website is showing an error Please look into this.,Technical Issue,
I am having a problem because I am unable to use the checkout page I need assistance.,Technical Issue,
The payment gateway is not working What should I do?,Payment Issue,
I need assistance because My order has not arrived yet Can you check this?,Delivery Issue,
My package has not been delivered Please look into this.,Delivery Issue,
I need assistance because My order is still in transit I need assistance.,Delivery Issue,
Can you help me? I cannot use the website Can you check this?,Technical Issue,
Please refund my order Please help.,Refund,
Can you help me? How can I manage my subscription?,Subscription,
"Please help me, The website is not working Can you check this?",Technical Issue,
I am having a problem because I want to cancel before it is shipped Please help.,Cancellation,
Can you help me? My package is delayed I need assistance.,Delivery Issue,
I need help because I have been waiting for my refund Please help me with this issue.,Refund,
Could you please help? I am getting an error message Can you resolve this?,Technical Issue,
I want to update my account information,Account Issue,
Can you help me? My money has not been refunded Please help.,Refund,
I need assistance because My delivery is late Please look into this.,Delivery Issue,
I am facing an issue where My account is locked What should I do?,Account Issue,
I need help because There is an item missing from my package Can you resolve this?,Order Issue,
I am facing an issue where Where is my refund? What should I do?,Refund,
"Please help me, Please cancel my purchase I need assistance.",Cancellation,
I need assistance because My order has not arrived yet Please help.,Delivery Issue,
Can you help me? How can I manage my subscription? What should I do?,Subscription,
I am facing an issue where The wrong product was delivered Please look into this.,Order Issue,
I am having a problem because Cancel my recent order Can you resolve this?,Cancellation,
I need assistance because My order is still in transit,Delivery Issue,
Can you help me? The refund was approved but I have not received it Can you check this?,Refund,
The payment gateway is not working Please help.,Payment Issue,
Could you please help? Why is my payment pending? I need assistance.,Payment Issue,
I am facing an issue where I need to cancel an order Please look into this.,Cancellation,
Can you help me? I want to return the payment and get a refund Please look into this.,Refund,
I need help because I have been waiting for my order What should I do?,Delivery Issue,
Can you help me? Please stop my order What should I do?,Cancellation,
I need help because My order contains the wrong product Please look into this.,Order Issue,
I need assistance because My refund has not arrived Please help me with this issue.,Refund,
I received a damaged product Please look into this.,Order Issue,
Can you help me? I cannot remember my password,Account Issue,
I need assistance because I cannot log into my account,Account Issue,
"Please help me, I cannot access my account Please look into this.",Account Issue,
I am unable to use the checkout page I need assistance.,Technical Issue,
"Please help me, My account login is not working",Account Issue,
"Please help me, How do I cancel a purchase? I need assistance.",Cancellation,
Could you please help? The payment gateway is not working What should I do?,Payment Issue,
"Please help me, I am having trouble accessing my account Can you resolve this?",Account Issue,
I need help because The tracking information has not updated I need assistance.,Delivery Issue,
Could you please help? Cancel my recent order I need assistance.,Cancellation,
The website is not working I need assistance.,Technical Issue,
I need help because My refund has not arrived Please help.,Refund,
"Please help me, How do I change my email address? Can you check this?",Account Issue,
Could you please help? The application stopped working I need assistance.,Technical Issue,
"Please help me, My package is delayed Can you check this?",Delivery Issue,
I am having a problem because I received the wrong size,Order Issue,
"Please help me, Where is my refund? Can you check this?",Refund,
I cannot remember my password Can you check this?,Account Issue,
Could you please help? The page keeps freezing What should I do?,Technical Issue,
Could you please help? The checkout page is not loading Please look into this.,Technical Issue,
I am facing an issue where The item I received is not what I purchased I need assistance.,Order Issue,
Can you help me? My order has not arrived yet What should I do?,Delivery Issue,
I am facing an issue where The app crashes whenever I open it,Technical Issue,
Could you please help? The website keeps showing an error Can you resolve this?,Technical Issue,
I need help because My order contains a damaged item I need assistance.,Order Issue,
I am facing an issue where The website is showing an error Please help.,Technical Issue,
I need help because My transaction failed Please help me with this issue.,Payment Issue,
I am facing an issue where My password is not working Can you resolve this?,Account Issue,
Can you help me? I want to downgrade my plan Can you check this?,Subscription,
Can you help me? How do I cancel a purchase? I need assistance.,Cancellation,
I am having a problem because Why was I charged for my subscription? Please help me with this issue.,Subscription,
Could you please help? The delivery date has passed Please help me with this issue.,Delivery Issue,
I need assistance because Please cancel my purchase I need assistance.,Cancellation,
I am having a problem because When does my subscription expire? I need assistance.,Subscription,
Could you please help? The website keeps showing an error Please help.,Technical Issue,
Can you help me? I made a payment but it is still showing as pending What should I do?,Payment Issue,
I need assistance because The website is showing an error Please help.,Technical Issue,
Could you please help? My subscription was renewed automatically Can you check this?,Subscription,
I am facing an issue where I cannot use the website Please look into this.,Technical Issue,
"Please help me, I need my money back Please help me with this issue.",Refund,
I am having a problem because I need to cancel an order What should I do?,Cancellation,
Could you please help? My delivery is late,Delivery Issue,
Could you please help? I changed my mind and want to cancel Please help.,Cancellation,
I need help because The delivery is taking longer than expected Can you check this?,Delivery Issue,
Can you help me? I cannot access my account Please look into this.,Account Issue,
I need help because I want to cancel before it is shipped,Cancellation,
I need help because I need help with my subscription Can you resolve this?,Subscription,
I am having a problem because My subscription payment failed Please help me with this issue.,Subscription,
Can you help me? My order is showing the wrong item Please help me with this issue.,Order Issue,
I want to update my account information I need assistance.,Account Issue,
Could you please help? The money was deducted from my account but the payment failed Please help.,Payment Issue,
Can you help me? Where is my refund? Can you resolve this?,Refund,
I need assistance because I want to return the payment and get a refund,Refund,
I am facing an issue where The application stopped working Please look into this.,Technical Issue,
Could you please help? My refund has not arrived Please look into this.,Refund,
"Please help me, My order has not arrived yet Can you check this?",Delivery Issue,
I need help because My transaction failed I need assistance.,Payment Issue,
"Please help me, The payment gateway is not working Can you resolve this?",Payment Issue,
Can you help me? Can I cancel my order? Can you check this?,Cancellation,
Please cancel this transaction,Cancellation,
Please cancel this transaction Please help.,Cancellation,
I need help because The refund was approved but I have not received it Can you resolve this?,Refund,
Can you help me? I cannot remember my password What should I do?,Account Issue,
I am facing an issue where I was charged twice for the same transaction What should I do?,Payment Issue,
I need help because The checkout page is not loading,Technical Issue,
I am facing an issue where I need my money back Please help me with this issue.,Refund,
"Please help me, The delivery date has passed Can you check this?",Delivery Issue,
"Please help me, My account login is not working Can you check this?",Account Issue,
Can you help me? I am having trouble accessing my account Please help me with this issue.,Account Issue,
Can you help me? My subscription payment failed,Subscription,
I need help because I want to return the payment and get a refund Can you check this?,Refund,
"Please help me, How can I stop automatic renewal? I need assistance.",Subscription,
I want to update my account information Please help me with this issue.,Account Issue,
Could you please help? I cannot complete my payment Please help me with this issue.,Payment Issue,
I need assistance because The delivery is taking longer than expected What should I do?,Delivery Issue,
There is an item missing from my package,Order Issue,
I need help because The website keeps showing an error Can you check this?,Technical Issue,
I am facing an issue where My order is incomplete What should I do?,Order Issue,
"Please help me, My order is showing the wrong item Can you resolve this?",Order Issue,
I need assistance because I cannot complete my payment What should I do?,Payment Issue,
I need help because How can I cancel my order? Can you check this?,Cancellation,
Can you help me? How can I change my password? Please look into this.,Account Issue,
I am having a problem because My package has not been delivered Please help me with this issue.,Delivery Issue,
I am having a problem because I want to cancel the purchase,Cancellation,
Can you help me? I was charged for a subscription I cancelled I need assistance.,Subscription,
Could you please help? My payment was deducted but the order was not placed Please help me with this issue.,Payment Issue,
I need help because Why is my delivery taking so long? What should I do?,Delivery Issue,
"Please help me, My password is not working",Account Issue,
Can you help me? The product I received is damaged Can you check this?,Order Issue,
Could you please help? The app crashes whenever I open it Can you check this?,Technical Issue,
"Please help me, My order contains a damaged item Please help me with this issue.",Order Issue,
I am having a problem because I have been waiting for my order Can you resolve this?,Delivery Issue,
I need help because I was charged for a subscription I cancelled Please help me with this issue.,Subscription,
I need assistance because I received the wrong size Can you check this?,Order Issue,
My refund has not arrived,Refund,
I am having a problem because One item is missing from my order Please help me with this issue.,Order Issue,
I need assistance because The checkout page is not loading Can you resolve this?,Technical Issue,
I need help because The app is very slow Can you check this?,Technical Issue,
"Please help me, My package is delayed Please help.",Delivery Issue,
I am having a problem because I cannot open the application Please look into this.,Technical Issue,
Could you please help? There is an item missing from my package Can you check this?,Order Issue,
I am facing an issue where The product I received is different from what I ordered I need assistance.,Order Issue,
I need help because When will my package be delivered? I need assistance.,Delivery Issue,
Could you please help? My order contains the wrong product What should I do?,Order Issue,
I need help because There is an item missing from my package Please look into this.,Order Issue,
I need help because My account is locked Please help.,Account Issue,
Could you please help? The website is not working Can you resolve this?,Technical Issue,
I am having a problem because Why was I charged for my subscription? Please help.,Subscription,
Could you please help? I am having trouble accessing my account Please help.,Account Issue,
I am having a problem because Can I change my subscription? What should I do?,Subscription,
"Please help me, Please process my refund What should I do?",Refund,
Could you please help? My order has not arrived yet,Delivery Issue,
Could you please help? I made a payment but it is still showing as pending Please look into this.,Payment Issue,
I am having a problem because The product I received is damaged Please help me with this issue.,Order Issue,
I need help because I want to update my account information,Account Issue,
Can I cancel my order? Please help.,Cancellation,
How can I cancel my order? Please look into this.,Cancellation,
"Please help me, I cannot log into my account Please help.",Account Issue,
I am facing an issue where My UPI payment failed Please help.,Payment Issue,
When will I receive my refund? Can you check this?,Refund,
I need assistance because I have been waiting for my refund Please look into this.,Refund,
Can you help me? The app keeps crashing Please help.,Technical Issue,
I am having a problem because The delivery date has passed Please help me with this issue.,Delivery Issue,
I am facing an issue where How do I update my phone number? Please help.,Account Issue,
I need help because The payment keeps getting declined Please help.,Payment Issue,
I need help because The payment was successful but the order was cancelled What should I do?,Payment Issue,
Can you help me? I received the wrong product I need assistance.,Order Issue,
My refund has not arrived Can you check this?,Refund,
Can you help me? The website is not working Can you resolve this?,Technical Issue,
I need help because My order is still in transit I need assistance.,Delivery Issue,
My order details are incorrect Please look into this.,Order Issue,
I need help because I changed my mind and want to cancel Please help.,Cancellation,
I want to return the payment and get a refund Please look into this.,Refund,
Can you help me? I no longer want this order Can you resolve this?,Cancellation,
I need help because I want a refund Please help me with this issue.,Refund,
Can you help me? My account is locked Please look into this.,Account Issue,
Can you help me? I no longer want this order Please help.,Cancellation,
Can you help me? Please stop my order Please look into this.,Cancellation,
Can you help me? The refund was approved but I have not received it Please help.,Refund,
"Please help me, I was charged for a subscription I cancelled What should I do?",Subscription,
"Please help me, I cannot complete my payment",Payment Issue,
I need help because I want to cancel my order Please look into this.,Cancellation,
Could you please help? The product I received is different from what I ordered Please help.,Order Issue,
I am facing an issue where My order is still in transit Please look into this.,Delivery Issue,
Could you please help? My package is delayed Please help me with this issue.,Delivery Issue,
I am having a problem because How can I reset my password?,Account Issue,
Why is my refund delayed? Can you check this?,Refund,
"Please help me, I was charged twice for one order I need assistance.",Payment Issue,
I need help because I want to cancel before it is shipped Please help.,Cancellation,
I need assistance because The payment was successful but the order was cancelled I need assistance.,Payment Issue,
I want to cancel before it is shipped,Cancellation,
Why is my delivery taking so long?,Delivery Issue,
"Please help me, I cannot open the application What should I do?",Technical Issue,
Can you help me? I placed the order by mistake Please look into this.,Cancellation,
"Please help me, The product I received is different from what I ordered Please help me with this issue.",Order Issue,
"Please help me, The app is very slow Please help.",Technical Issue,
Could you please help? The website is showing an error Can you check this?,Technical Issue,
"Please help me, Can you cancel my order? Please help.",Cancellation,
I need assistance because How can I cancel my order? Please help me with this issue.,Cancellation,
Could you please help? I want a refund Please help.,Refund,
I am facing an issue where Cancel my recent order Can you check this?,Cancellation,
I need assistance because The delivery date has passed Can you resolve this?,Delivery Issue,
I am facing an issue where Please cancel this transaction Please help me with this issue.,Cancellation,
Could you please help? Can you tell me where my package is? Can you check this?,Delivery Issue,
Can you help me? I am having trouble accessing my account What should I do?,Account Issue,
I am having a problem because I want to return the payment and get a refund Can you check this?,Refund,
I am facing an issue where Please process my refund Please help.,Refund,
Could you please help? The checkout page is not loading Can you check this?,Technical Issue,
"Please help me, I have been waiting for my order I need assistance.",Delivery Issue,
